startDate,endDate,progress,duration,finished,recordedDate,_recordId,QID16_10,QID16_11,QID16_12,QID16_13,QID16_14,QID16_15,QID16_16,QID16_17,QID16_18,QID17_11,QID17_12,QID17_13,QID17_14,QID17_15,QID17_16,QID17_17,QID17_18,QID17_19,QID17_20,QID17_21,QID17_22,QID17_23,QID17_24,QID17_25,QID17_26,QID17_27,QID17_28,QID17_29,QID17_30,QID17_31,QID17_32,QID17_33,QID17_34,QID17_35,QID17_36,QID17_37,QID17_38,QID17_39,QID17_40,QID17_41,QID17_42,QID17_43,QID17_44,QID17_45,QID17_46,QID17_47,QID17_48,QID17_49,QID17_50,QID17_51,QID17_52,QID17_53,QID20,QID22
11/3/16 18:00,11/3/16 18:05,100,274,TRUE,11/3/16 18:05,R_3HoFCNSBZkLg71E,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Very liberal,Master's degree
11/3/16 18:00,11/3/16 18:07,100,377,TRUE,11/3/16 18:07,R_xzKDMDmUQNnqpLb,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat liberal,Master's degree
11/3/16 18:34,11/3/16 18:45,100,631,TRUE,11/3/16 18:45,R_1hMTORn5aW5jXKm,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat conservative,Bachelor's degree in college (4-year)
11/3/16 18:44,11/3/16 18:52,100,521,TRUE,11/3/16 18:52,R_przFGNuVjdQlsM9,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat liberal,Bachelor's degree in college (4-year)
11/3/16 18:52,11/3/16 18:59,100,411,TRUE,11/3/16 18:59,R_d6Y85UbNefOdME9,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,,,,,,,,,,Somewhat liberal,"Professional degree (JD, MD)"
11/3/16 19:13,11/3/16 19:22,100,518,TRUE,11/3/16 19:22,R_3MaFSYyEzKBjAUV,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat liberal,Doctoral degree
11/3/16 18:56,11/3/16 19:24,100,1637,TRUE,11/3/16 19:24,R_2gJLk47dDtXAdgd,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Very liberal,Master's degree
11/3/16 19:20,11/3/16 19:25,100,266,TRUE,11/3/16 19:25,R_3fAV73PiU2yFGgz,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Very liberal,Bachelor's degree in college (4-year)
11/3/16 19:05,11/3/16 19:25,100,1192,TRUE,11/3/16 19:25,R_0AGWAw5oqtOc9Hz,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat conservative,Doctoral degree
11/3/16 19:26,11/3/16 19:29,100,176,TRUE,11/3/16 19:29,R_2OPX7gWn7QSKQgk,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat liberal,Bachelor's degree in college (4-year)
11/3/16 19:26,11/3/16 19:34,100,431,TRUE,11/3/16 19:34,R_2aQcY1oYlD4Ha8B,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat conservative,Associate degree in college (2-year)
11/3/16 19:32,11/3/16 19:42,100,615,TRUE,11/3/16 19:42,R_3EyduJ97KNS2xzB,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither conservative nor liberal,Some college but no degree
11/3/16 19:42,11/3/16 19:48,100,311,TRUE,11/3/16 19:48,R_bwIVq6uczDe9OKx,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Neither conservative nor liberal,Master's degree
11/3/16 19:44,11/3/16 19:49,100,320,TRUE,11/3/16 19:49,R_2co48Y2r6pEALLe,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat liberal,Bachelor's degree in college (4-year)
11/3/16 19:43,11/3/16 19:52,100,512,TRUE,11/3/16 19:52,R_d500eTpvilyU8XD,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Very conservative,Some college but no degree
11/3/16 19:50,11/3/16 19:54,100,272,TRUE,11/3/16 19:54,R_xhcqGKYbU0Etpwl,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat liberal,Master's degree
11/3/16 19:50,11/3/16 19:59,100,533,TRUE,11/3/16 19:59,R_2P4EzasSeBG49m0,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither conservative nor liberal,Master's degree
11/3/16 19:57,11/3/16 20:03,100,324,TRUE,11/3/16 20:03,R_1C7krfab9Bbx5VS,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Very liberal,Bachelor's degree in college (4-year)
11/3/16 20:03,11/3/16 20:06,100,178,TRUE,11/3/16 20:06,R_u4epnIc0VHWVdL3,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Very liberal,Doctoral degree
